program,quality,season,ytm,shipping_mark,brand_name,pss,basket,flow_type,packaging_status,product_code,description,detail_size_description,new_repeat,master_contract,sam,design,widths,color,article,size_name,size_dims,quantity,cancelled_qty,pcb,order_cartons,net_wt_pcs,net_wt_ctn,gross_weight,total_net_wt,total_gross_wt,l,w,h,cbm,total_volume,tag_cards_yellow_tags,line_product_code_stickers,price,total_value,week_date,no_of_days,ytm_ship_dates,initial_fri,etd,comments,merged,etd_remarks,greige_file
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I981945,PARURE 140X200 MICROPANSY,QC 140X200 + 1PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,800,,4,200,0.69,2.76,3.26,552.0,652.0,27.5,19.0,33.0,0.017,3.4485,,,3.88,3104.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I981946,PARURE 200X200 MICROPANSY,QC:200X200 2PC: 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,STANDARD,200X200,440,,4,110,0.97,3.87,4.37,425.7,480.7,27.5,22.0,33.0,0.02,2.196,,,5.65,2486.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I981947,PARURE 240X220 MICROPANSY,QC 240X220+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,DOUBLE,240X220,520,,5,104,,,6.64,,,34.0,27.5,33.0,,,,,6.49,3374.8,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,cancelled product code,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I986003,PARURE 260X240 MICROPANSY,QC 260X240+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,KING,260x240,,60,4,0,1.46,5.85,6.35,0.0,0.0,30.0,27.5,33.0,0.027,,,,7.81,,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,issue on 21 aug etd,,,
BELGIUM PRINTS,PC 30X30/76X52,SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I996075,PARURE 140 JUNIOR ANIMALS,QC 140X200 + 1PC 60x60 BUTTONED DUVET,,,,JUNIOR ANIMALS,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,200,,5,40,,,5.3,,,,,,,,,,4.61,922.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,PC 30X30/76X52,SSH-27,,,,54SSH27BECA0095,SSH27BECA0015,REPLENISHMENT,,I996076,PARURE 140 JUNIOR ANIMALS,QC 140X200 + 1PC 60x60 BUTTONED DUVET,,,,JUNIOR ANIMALS,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,200,,5,40,,,5.3,,,27.5,26.0,33.0,,,,,4.61,922.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,,,,54SSH27BECA0094,SSH27BECA0015,REPLENISHMENT,,I996077,PARURE 140 JUNIOR LEA,QC 140X200 + 1PC 65X65 flap,,,,JUNIOR LEA,,OFF WHITE,DUVET/QUILT COVER SET,SINGLE,140X200,150,,5,30,0.89,4.44,4.94,133.2,148.2,27.5,26.0,33.0,0.024,0.708,,,6.46,969.0,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,no merging,,,
BELGIUM PRINTS,COTTON LINEN,SSH-27,,,,,SSH27BECA0014,PROMO,,I288415,PARURE 200X200 CASSANDRE,,,,,CASSANDRE,,WHITE 1,DUVET/QUILT COVER SET,STANDARD,200X200,45,,3,15,,,6.05,,,34.0,27.5,33.0,,,,,30.25,1361.25,2026-10-30,52,2026-12-21,2027-01-05,2027-01-22,no merging,,,
BELGIUM PRINTS,COTTON LINEN,SSH-27,,,,,SSH27BECA0014,PROMO,,I288415,PARURE 200X200 CASSANDRE,,,,,CASSANDRE,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,117,,3,39,,,6.05,,,34.0,27.5,33.0,,,,,30.25,3539.25,2026-10-30,52,2026-12-21,2027-01-05,2027-01-22,no merging,,,
BELGIUM PRINTS,COTTON LINEN,SSH-27,,,,,SSH27BECA0014,PROMO,,I288416,PARURE 240X220 CASSANDRE,,,,,CASSANDRE,,WHITE 1,DUVET/QUILT COVER SET,DOUBLE,240X220,45,,3,15,,,7.3,,,38.0,27.5,33.0,,,,,35.3,1588.5,2026-10-30,52,2026-12-21,2027-01-05,2027-01-22,no merging,,,
BELGIUM PRINTS,COTTON LINEN,SSH-27,,,,,SSH27BECA0014,PROMO,,I288416,PARURE 240X220 CASSANDRE,,,,,CASSANDRE,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,117,,3,39,,,7.3,,,38.0,27.5,33.0,,,,,35.3,4130.1,2026-10-30,52,2026-12-21,2027-01-05,2027-01-22,no merging,,,
BELGIUM PRINTS,COTTON LINEN,SSH-27,,,,,SSH27BECA0014,PROMO,,I288417,PARURE 260X240 CASSANDRE,,,,,CASSANDRE,,WHITE 1,DUVET/QUILT COVER SET,KING,260X240,45,,3,15,,,,,,,,,,,,,41.45,1865.25,2026-10-30,52,2026-12-21,2027-01-05,2027-01-22,no merging,,,
BELGIUM PRINTS,COTTON LINEN,SSH-27,,,,,SSH27BECA0014,PROMO,,I288417,PARURE 260X240 CASSANDRE,,,,,CASSANDRE,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,117,,3,39,,,,,,,,,,,,,41.45,4849.65,2026-10-30,52,2026-12-21,2027-01-05,2027-01-22,no merging,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0174,SSH27BECA0045,PROMO,,I300518,PARURE 260X240 MICROLINE,QC 260X240+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,KING,260X240,140,,5,28,1.17,5.85,6.35,163.8,177.8,30.0,27.5,33.0,0.027,,,,7.81,1093.4,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,ISSUE SEPERATELY ON 21 AUG ETD,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0178,SSH27BECA0046,REPLENISHMENT,,I300518,PARURE 260X240 MICROLINE,QC 260X240+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,KING,260X240,150,,5,30,1.17,5.85,6.35,175.5,190.5,30.0,27.5,33.0,0.027,,,,7.81,1171.5,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,MERGE WITH NOV ,,,
FRANCE PRINTS,MICROFIBER,SSH-27,7712,,,,SSH27FRCH0046,PROMO,,I981945,PARURE 140X200 MICROPANSY,QC 140X200 + 1PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,140,,4,35,0.69,2.76,3.26,96.6,114.1,27.5,19.0,33.0,0.017,0.6034875,,,3.88,543.2,2026-06-19,52,2026-08-10,2026-08-25,2026-09-11,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,7712,,,,SSH27FRCH0046,PROMO,,I981946,PARURE 200X200 MICROPANSY,QC:200X200 2PC: 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,STANDARD,200X200,28,,4,7,0.97,3.87,4.37,27.09,30.59,27.5,22.0,33.0,0.02,0.14,,,5.65,158.2,2026-06-19,52,2026-08-10,2026-08-25,2026-09-11,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,7712,,,,SSH27FRCH0046,PROMO,,I981947,PARURE 240X220 MICROPANSY,QC 240X220+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,DOUBLE,240X220,165,,5,33,1.23,6.14,6.64,202.62,219.12,34.0,27.5,33.0,0.031,1.018,,,6.49,1070.85,2026-06-19,52,2026-08-10,2026-08-25,2026-09-11,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,7721,,,,SSH27FRCH0050,PROMO,,I958289,PARURE 200X200 CM SAGARA,QC 200X200+ 2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,180,,4,45,,,5.98,,,30.0,27.5,33.0,,,,,12.23,2201.4,2026-06-19,52,2026-08-10,2026-08-25,2026-09-11,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,7721,,,,SSH27FRCH0050,PROMO,,I959200,PARURE 260X240 CM SAGARA,QC 260X240 +2PC 65X65,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,168,,4,42,2.0,7.99,8.49,335.58,356.58,36.0,27.0,33.0,,,,,16.13,2709.84,2026-06-19,52,2026-08-10,2026-08-25,2026-09-11,FRCH,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,7713,,,,SSH27FRCH0055,PROMO,,I291868,PARURE 140 GIRL PUPS,QC 140X200 CM + 1 PC 65x65 one side flap,,,,GIRL PUPS,,PINK,DUVET/QUILT COVER SET,SINGLE ,140X200,220,,4,55,,,,,,,,,,,,,9.07,1995.4,2026-06-19,52,2026-08-10,2026-08-25,2026-09-11,FRCH,,,
FRANCE PRINTS,MICROFIBER,SSH-27,7718,,,,SSH27FRCH0055,PROMO,,I291889,PARURE 140 MICROPAWPATROL,QC 140X200 CM + 1 PC 60x60,,,,MICROPAWPATROL,,MULTICOLOR/RED AND BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,172,,4,43,0.69,2.76,3.26,118.68,140.18,27.5,19.0,33.0,0.017,0.7414275,,,4.34,746.48,2026-06-19,52,2026-08-10,2026-08-25,2026-09-11,FRCH,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,7548,,,54SSH27BECA0220,SSH27BECA0059,PROMO,,I300516,PARURE 260X240 MICROPANSY,QC 260X240+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,KING,260x240,195,,5,39,1.17,5.85,6.35,228.15,247.65,30.0,27.5,33.0,0.027,,,,7.81,1522.95,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,,,,
BELGIUM PRINTS,MICROFIBER,SSH-27,,,,54SSH27BECA0222,SSH27BECA0060,REPLENISHMENT,,I300516,PARURE 260X240 MICROPANSY,QC 260X240+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,KING,260x240,75,,5,15,1.17,5.85,6.35,87.75,95.25,30.0,27.5,33.0,0.027,,,,7.81,585.75,2026-08-14,52,2026-10-05,2026-10-20,2026-11-06,,,,
FRANCE PRINTS,,SSH-27,,,,,SSH27FRCA0039,PROMO,,I300516,PARURE 260X240 MICROPANSY,QC:260X240  2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,KING,260X240,40,,5,8,1.17,5.85,6.35,46.8,50.8,30.0,27.5,33.0,0.027,,,,7.81,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,,SSH-27,,,,,SSH27FRCA0039,PROMO,,I300518,PARURE 260X240 MICROLINE,,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,KING,260X240,40,,5,8,1.17,5.85,6.35,46.8,50.8,30.0,27.5,33.0,0.027,,,,7.81,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,,,,,SSH27FRCA0039,PROMO,,I958289,PARURE 200X200 CM SAGARA,,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,36,,4,9,,,5.98,,,30.0,27.5,33.0,,,,,12.23,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,,,,,SSH27FRCA0039,PROMO,,I958290,PARURE 240X220 CM SAGARA,,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,25,,5,5,,,9.61,0.0,,40.0,27.5,33.0,,,,,14.54,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,,,,,SSH27FRCA0039,PROMO,,I959200,PARURE 260X240 CM SAGARA,,,,,SAGARA,,BEIGE,DUVET/QUILT COVER SET,KING,260X240,36,,4,9,,,8.49,,,36.0,27.0,33.0,,,,,16.13,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCA0039,PROMO,,I981942,PARURE 240X220 MICROLINE,,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,40,,5,8,,,6.64,,,34.0,27.5,33.0,,,,,6.49,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCA0039,PROMO,,I981947,PARURE 240X220 MICROPANSY,QC 240X220+ 2PC 60X60,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,DOUBLE,240X220,40,,5,8,1.23,6.14,6.64,49.12,53.12,33.0,27.5,33.0,0.03,,,,6.49,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,,,,,SSH27FRCA0039,PROMO,,I981989,PARURE 240X220 DEHLI,,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,DOUBLE,240X220,20,,5,4,,,9.39,,,40.0,27.5,33.0,,,,,13.71,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,,,,,SSH27FRCA0039,PROMO,,I982002,PARURE 260X240 DEHLI,,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,KING,260X240,16,,4,4,,,8.46,,,36.0,27.5,33.0,,,,,15.22,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"60% coton 40% polyester, 30X30/76x56 CVC",SSH-27,,,,,SSH27FRCA0039,PROMO,,I996091,PARURE 140 GABI,,,,,GABI NEW,,PINK,DUVET/QUILT COVER SET,SINGLE,140X200,40,,4,10,,,4.31,,,27.5,24.0,33.0,,,,,6.62,,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,,,,,SSH27FRCA0039,PROMO,,I996096,PARURE HC 140 PAW PATROL,,,,,TEAM PAW PATROL NEW,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE,140X200,40,,4,10,,,4.81,,,27.5,24.0,33.0,,,,,9.08,363.2,2026-06-12,52,2026-08-03,2026-08-18,2026-09-04,PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCH0068,PROMO,,I277892,PARURE 240X220 MICROSAND,,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,160,,5,,,,,,,,,,,,,,6.49,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCH0068,PROMO,,I277893,PARURE 200X200 MICROSAND,,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,128,,4,,,,4.37,,,27.5,22.0,33.0,,,,,5.65,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCH0068,PROMO,,I299061,PARURE 200X200 MICROPALM,,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,76,,4,,,,4.37,,,27.5,22.0,33.0,,,,,5.65,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCH0068,PROMO,,I299062,PARURE 240X220 MICROPALM,,,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,105,,5,,,,6.64,,,34.0,27.5,33.0,,,,,6.49,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,,,,,SSH27FRCH0068,PROMO,,I981867,PARURE 200X200 OLIVE,,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,36,,4,,,,6.25,,,32.0,27.5,33.0,,,,,11.15,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,"57 FILS 30x30/ 76x68, 52:48 pc ",SSH-27,,,,,SSH27FRCH0068,PROMO,,I981868,PARURE 240X220 OLIVE,,,,,OLIVE,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240x220,75,,5,,,,9.26,,,48.0,27.5,33.0,,,,,13.05,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCH0068,PROMO,,I981942,PARURE 240X220 MICROLINE,,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,95,,5,,,,6.64,,,34.0,27.5,33.0,,,,,6.49,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCH0068,PROMO,,I981943,PARURE 200X200 MICROLINE,,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,76,,4,,,,4.37,,,27.5,22.0,33.0,,,,,5.65,,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,,SSH-27,,,,,SSH27FRCH0068,PROMO,,I981946,PARURE 200X200 MICROPANSY,,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,STANDARD,200X200,68,,4,,,,4.37,,,27.5,22.0,33.0,,,,,5.65,384.2,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
FRANCE PRINTS,MICROFIBER,SSH-27,,,,,SSH27FRCH0068,PROMO,,I981947,PARURE 240X220 MICROPANSY,,,,,MICROPANSY,,GREEN,DUVET/QUILT COVER SET,DOUBLE,240X220,125,,5,,,,6.64,,,33.0,27.5,33.0,,,,,6.49,811.25,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,FRCH/PBMOQ,HOLD ON PBMOQ,,
