program,quality,season,ytm,shipping_mark,brand_name,pss,basket,flow_type,packaging_status,product_code,description,detail_size_description,new_repeat,master_contract,sam,design,widths,color,article,size_name,size_dims,quantity,cancelled_qty,pcb,order_cartons,net_wt_pcs,net_wt_ctn,gross_weight,total_net_wt,total_gross_wt,l,w,h,cbm,total_volume,tag_cards_yellow_tags,line_product_code_stickers,price,total_value,week_date,no_of_days,ytm_ship_dates,initial_fri,etd,comments,merged,etd_remarks,greige_file
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6873,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I981989,PARURE 240X220 DEHLI,QC 240X220+ 2PC 65X65 BOTTLENECK,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,DOUBLE,240X220,935,,5,187,1.78,8.89,9.39,1662.43,1755.93,40.0,27.5,33.0,0.036,,"35,99€
-20%
28,79€",146.0,13.71,12818.85,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6873,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I981989,PARURE 240X220 DEHLI,QC 240X220+ 2PC 65X65 BOTTLENECK,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,DOUBLE,240X220,610,,5,122,1.78,8.89,9.39,1084.58,1145.58,40.0,27.5,33.0,0.036,,"35,99€
-20%
28,79€",146.0,13.71,8363.1,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6910,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I981998,PARURE 240X220 NYC,QC 240X220+ 2PC 65X65,,,,NYC,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,635,,5,127,1.82,9.08,9.58,1153.16,1216.66,40.0,27.5,33.0,0.036,,"39,99€
-20%
31,99€",161.0,15.86,10071.1,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6910,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I981998,PARURE 240X220 NYC,QC 240X220+ 2PC 65X65,,,,NYC,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,430,,5,86,1.82,9.08,9.58,780.88,823.88,40.0,27.5,33.0,0.036,,"39,99€
-20%
31,99€",161.0,15.86,6819.8,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6873,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I982002,PARURE 260X240 DEHLI,QC 260X240+ 2PC 65X65 BOTTLENECK,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,KING,260X240,664,,4,166,1.99,7.96,8.46,1321.36,1404.36,36.0,27.5,33.0,0.033,,"39,99€
-20%
31,99€",146.0,15.22,10106.08,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6873,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I982002,PARURE 260X240 DEHLI,QC 260X240+ 2PC 65X65 BOTTLENECK,,,,DEHLI,,AQUA,DUVET/QUILT COVER SET,KING,260X240,424,,4,106,1.99,7.96,8.46,843.76,896.76,36.0,27.5,33.0,0.033,,"39,99€
-20%
31,99€",146.0,15.22,6453.28,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,PC 30X30/76X52,SSH-27,6858,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I996075,PARURE 140 JUNIOR ANIMALS,QC 140X200 + 1PC 60x60 BUTTONED DUVET,,,,JUNIOR ANIMALS,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,725,,5,145,0.96,4.8,5.3,696.0,768.5,27.5,26.0,33.0,0.024,,8.99 €,14.0,4.61,3342.25,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,PC 30X30/76X52,SSH-27,6858,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I996075,PARURE 140 JUNIOR ANIMALS,QC 140X200 + 1PC 60x60 BUTTONED DUVET,,,,JUNIOR ANIMALS,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,410,,5,82,0.96,4.8,5.3,393.6,434.6,27.5,26.0,33.0,0.024,,8.99 €,14.0,4.61,1890.1,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,PC 30X30/76X52,SSH-27,6858,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I996076,PARURE 140 JUNIOR ANIMALS,QC 140X200 + 1PC 60x60 BUTTONED DUVET,,,,JUNIOR ANIMALS,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,705,,5,141,0.96,4.8,5.3,676.8,747.3,27.5,26.0,33.0,0.024,,8.99 €,14.0,4.61,3250.05,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,PC 30X30/76X52,SSH-27,6858,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I996076,PARURE 140 JUNIOR ANIMALS,QC 140X200 + 1PC 60x60 BUTTONED DUVET,,,,JUNIOR ANIMALS,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,400,,5,80,0.96,4.8,5.3,384.0,424.0,27.5,26.0,33.0,0.024,,8.99 €,14.0,4.61,1844.0,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6879,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I996077,PARURE 140 JUNIOR LEA,QC 140X200 + 1PC 65X65 flap,,,,JUNIOR LEA,,OFF WHITE,DUVET/QUILT COVER SET,SINGLE,140X200,765,,5,153,0.89,4.44,4.94,679.32,755.82,27.5,26.0,33.0,0.024,3.61,"16,99€
-20%
13,59€",14.0,6.46,4941.9,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6879,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I996077,PARURE 140 JUNIOR LEA,QC 140X200 + 1PC 65X65 flap,,,,JUNIOR LEA,,OFF WHITE,DUVET/QUILT COVER SET,SINGLE,140X200,405,,5,81,0.89,4.44,4.94,359.64,400.14,27.5,26.0,33.0,0.024,1.911,"16,99€
-20%
13,59€",14.0,6.46,2616.3,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6879,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I996078,PARURE 140 JUNIOR UNICORN,QC 140X200 + 1PC 65X65 flap,,,,JUNIOR UNICORN,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,695,,5,139,0.89,4.44,4.94,617.16,686.66,27.5,26.0,33.0,0.024,3.28,"16,99€
-20%
13,59€",14.0,6.46,4489.7,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,MERGE /14 AUG ETD,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6879,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I996078,PARURE 140 JUNIOR UNICORN,QC 140X200 + 1PC 65X65 flap,,,,JUNIOR UNICORN,,GREEN,DUVET/QUILT COVER SET,SINGLE,140X200,375,,5,75,0.89,4.44,4.94,333.0,370.5,27.5,26.0,33.0,0.024,1.77,"16,99€
-20%
13,59€",14.0,6.46,2422.5,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,MERGE /14 AUG ETD,,,
FRANCE PRINTS,"60% coton 40% polyester, 30X30/76x56 CVC",SSH-27,6874,,,54SSH27FRCA0160,SSH27FRCA0001,PROMO,,I996091,PARURE 140 GABI,QC 140X200 + 1PC 65X65 bottle neck,,,,GABI NEW,,PINK,DUVET/QUILT COVER SET,SINGLE,140X200,636,,4,159,0.95,3.81,4.31,605.79,685.29,27.5,24.0,33.0,0.022,,"19,99€
-20%
15,99€",14.0,6.62,4210.32,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,NO MERGING,,,
FRANCE PRINTS,"60% coton 40% polyester, 30X30/76x56 CVC",SSH-27,6874,,,54SSH27FRCA0169,SSH27FRCA0001,PROMO,,I996091,PARURE 140 GABI,QC 140X200 + 1PC 65X65 bottle neck,,,,GABI NEW,,PINK,DUVET/QUILT COVER SET,SINGLE,140X200,320,,4,80,0.95,3.81,4.31,304.8,344.8,27.5,24.0,33.0,0.022,,"19,99€
-20%
15,99€",14.0,6.62,2118.4,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,NO MERGING,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6876,,,54SSH27FRCA0160,SSH27FRCA0001,PROMO,,I996096,PARURE HC 140 PAW PATROL,QC 140X200 + 1PC 65X65,,,,TEAM PAW PATROL NEW,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE,140X200,568,,4,142,1.08,4.31,4.81,612.02,683.02,27.5,24.0,33.0,0.022,,"29,99€
-20%
23,99€",14.0,9.08,5157.44,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,MERGE,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,6876,,,54SSH27FRCA0169,SSH27FRCA0001,PROMO,,I996096,PARURE HC 140 PAW PATROL,QC 140X200 + 1PC 65X65,,,,TEAM PAW PATROL NEW,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE,140X200,304,,4,76,1.08,4.31,4.81,327.56,365.56,27.5,24.0,33.0,0.022,,"29,99€
-20%
23,99€",14.0,9.08,2760.32,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I277890,PARURE 140X200 MICROSAND,QC 140X200 + 1PC 60X60,REPEAT,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,796,,4,199,0.69,2.76,3.26,549.24,648.74,27.5,19.0,33.0,0.017,,6.99 €,69.0,3.88,3088.48,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I277890,PARURE 140X200 MICROSAND,QC 140X200 + 1PC 60X60,REPEAT,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,532,,4,133,0.69,2.76,3.26,367.08,433.58,27.5,19.0,33.0,0.017,,6.99 €,69.0,3.88,2064.16,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I277892,PARURE 240X220 MICROSAND,QC 240X220+ 2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,1105,,5,221,1.23,6.14,6.64,1356.94,1467.44,33.0,27.5,33.0,0.03,,14.99 €,69.0,6.49,7171.45,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I277892,PARURE 240X220 MICROSAND,QC 240X220+ 2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,DOUBLE,240X220,695,,5,139,1.23,6.14,6.64,853.46,922.96,33.0,27.5,33.0,0.03,,14.99 €,69.0,6.49,4510.55,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0104,SSH27FRCA0001,PROMO,,I277893,PARURE 200X200 MICROSAND,QC 200X200+ 2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,964,,4,241,0.97,3.87,4.37,932.67,1053.17,33.0,22.0,33.0,0.024,5.774,9.99 €,69.0,5.65,5446.6,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0108,SSH27FRCA0001,PROMO,,I277893,PARURE 200X200 MICROSAND,QC 200X200+ 2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,600,,4,150,0.97,3.87,4.37,580.5,655.5,33.0,22.0,33.0,0.024,3.594,9.99 €,69.0,5.65,3390.0,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,7006,,,54SSH27FRCA0160,SSH27FRCA0001,PROMO,,I291868,PARURE 140 GIRL PUPS,QC 140X200 CM + 1 PC 65x65 one side flap,,,,GIRL PUPS,,PINK,DUVET/QUILT COVER SET,SINGLE ,140X200,600,,4,150,-0.13,-0.5,,-75.0,0.0,,,,0.0,,"29,99€
-20%
23,99€",14.0,9.07,5442.0,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,NO MERGING,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,7006,,,54SSH27FRCA0169,SSH27FRCA0001,PROMO,,I291868,PARURE 140 GIRL PUPS,QC 140X200 CM + 1 PC 65x65 one side flap,,,,GIRL PUPS,,PINK,DUVET/QUILT COVER SET,SINGLE ,140X200,364,,4,91,-0.13,-0.5,,-45.5,0.0,,,,0.0,,"29,99€
-20%
23,99€",14.0,9.07,3301.48,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,NO MERGING,,,
FRANCE PRINTS,"57 Fils, TC-144, 30x30/76x68, 100% Cotton",SSH-27,CANCELLED/DISCONTINUED,,,,SSH27FRCH0005,PROMO,,I972900,PARURE HOUSSE 140 GIRL PUPS,QC 140X200 1PC 65X65,,,,GIRL PUPS,,LAVANDER,DUVET/QUILT COVER SET,SINGLE ,140X200,,220,4,0,,,,,,,,,,,"29,99€
-20%
23,99€",,9.07,1995.4,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,CANCELLED/DISCONTINUED,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6932,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I291887,PARURE 140X200 JUNIOR BIRD,QC 140X200 CM + 1 PC 65x65,NEW,,,JUNIOR BIRD,,PINK,DUVET/QUILT COVER SET,SINGLE ,140X200,810,,5,162,0.89,4.44,4.94,719.28,800.28,27.5,26.0,33.0,0.024,3.822,"16,99€
-20%
13,59€",14.0,6.46,5232.6,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,NO MERGING,,,
FRANCE PRINTS,"52 FILS 30x30/ 76x56, 100%COTTON",SSH-27,6932,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I291887,PARURE 140X200 JUNIOR BIRD,QC 140X200 CM + 1 PC 65x65,NEW,,,JUNIOR BIRD,,PINK,DUVET/QUILT COVER SET,SINGLE,140X200,450,,5,90,0.89,4.44,4.94,399.6,444.6,27.5,26.0,33.0,0.024,2.124,"16,99€
-20%
13,59€",14.0,6.46,2907.0,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,NO MERGING,,,
FRANCE PRINTS,30X30/76X78 SEER SUCKER/76X68,SSH-27,7331,,,54SSH27FRCA0161/KOSUP,SSH27FRCA0001,PROMO,,I299102,PARURE 200X200 LILY,QC: 200X200 2PC: 65X65 BOTTLENECK,,,,LILY,,WHITE 1,DUVET/QUILT COVER SET,STANDARD,200X200,176,,4,44,,,,,,,,,,,"34,99€
-20%
27,99€",172.0,16.16,2844.16,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,,,
FRANCE PRINTS,30X30/76X78 SEER SUCKER/76X68,SSH-27,7331,,,54SSH27FRCA0170/KOSUP,SSH27FRCA0001,PROMO,,I299102,PARURE 200X200 LILY,QC: 200X200 2PC: 65X65 BOTTLENECK,,,,LILY,,WHITE 1,DUVET/QUILT COVER SET,STANDARD,200X200,156,,4,39,,,,,,,,,,,"34,99€
-20%
27,99€",172.0,16.16,2520.96,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,,,
FRANCE PRINTS,30X30/76X78 SEER SUCKER/76X68,SSH-27,7331,,,54SSH27FRCA0161/KOSUP,SSH27FRCA0001,PROMO,,I299103,PARURE 240X220 LILY,QC:240X220 2PC: 65X65 BOTTLENECK,,,,LILY,,WHITE 1,DUVET/QUILT COVER SET,DOUBLE,240X220,245,,5,49,,,,,,,,,,,"39,99€
-20%
31,99€",172.0,18.84,4615.8,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,,,
FRANCE PRINTS,30X30/76X78 SEER SUCKER/76X68,SSH-27,7331,,,54SSH27FRCA0170/KOSUP,SSH27FRCA0001,PROMO,,I299103,PARURE 240X220 LILY,QC:240X220 2PC: 65X65 BOTTLENECK,,,,LILY,,WHITE 1,DUVET/QUILT COVER SET,DOUBLE,240X220,225,,5,45,,,,,,,,,,,"39,99€
-20%
31,99€",172.0,18.84,4239.0,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,,,
FRANCE PRINTS,30X30/76X78 SEER SUCKER/76X68,SSH-27,7331,,,,SSH27FRCA0001,PROMO,,I299104,PARURE 260X240 LILY,QC:260x240 2PC: 65X65 BOTTLENECK,,,,LILY,,WHITE 1,DUVET/QUILT COVER SET,KING,260X240,210,,5,42,,,,,,,,,,,"44,99€
-20%
35,99€",172.0,20.84,4376.4,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,,,
FRANCE PRINTS,30X30/76X78 SEER SUCKER/76X68,SSH-27,7331,,,,SSH27FRCA0001,PROMO,,I299104,PARURE 260X240 LILY,QC:260x240 2PC: 65X65 BOTTLENECK,,,,LILY,,WHITE 1,DUVET/QUILT COVER SET,KING,260X240,170,,5,34,,,,,,,,,,,"44,99€
-20%
35,99€",172.0,20.84,3542.8,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6814,,,54SSH27FRCA0160,SSH27FRCA0001,PROMO,,I291891,PARURE 140 MICROGABI,QC 140X200 CM + 1 PC 60x60,NEW,,,MICROGABI NEW,,PINK,DUVET/QUILT COVER SET,SINGLE,140X200,664,,4,166,0.69,2.76,3.26,458.16,541.16,27.5,19.0,33.0,0.017,,9.99 €,14.0,4.34,2881.76,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6814,,,54SSH27FRCA0169,SSH27FRCA0001,PROMO,,I291891,PARURE 140 MICROGABI,QC 140X200 CM + 1 PC 60x60,NEW,,,MICROGABI NEW,,PINK,DUVET/QUILT COVER SET,SINGLE,140X200,340,,4,85,0.69,2.76,3.26,234.6,277.1,27.5,19.0,33.0,0.017,,9.99 €,14.0,4.34,1475.6,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6933,,,54SSH27FRCA0160,SSH27FRCA0001,PROMO,,I291890,PARURE 140 MICROJURASSIC,QC 140X200 CM + 1 PC 60x60,NEW,,,MICROJURASSIC WORLD,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE,140X200,700,,4,175,0.69,2.76,3.26,483.0,570.5,27.5,19.0,33.0,0.017,,9.99 €,14.0,4.34,3038.0,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,MERGE/14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,MICROFIBER,SSH-27,6933,,,54SSH27FRCA0169,SSH27FRCA0001,PROMO,,I291890,PARURE 140 MICROJURASSIC,QC 140X200 CM + 1 PC 60x60,NEW,,,MICROJURASSIC WORLD,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE,140X200,392,,4,98,0.69,2.76,3.26,270.48,319.48,27.5,19.0,33.0,0.017,,9.99 €,14.0,4.34,1701.28,2026-06-05,52,2026-07-27,2026-08-11,2026-08-28,MERGE/14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,MICROFIBER,SSH-27,6933,,,,SSH27PFCA0001,,,I291890,PARURE 140 MICROJURASSIC,QC 140X200 CM + 1 PC 60x60,,,,MICROJURASSIC WORLD,,BLUE DARK,DUVET/QUILT COVER SET,SINGLE ,140X200,16,,4,4,0.69,2.76,3.26,11.04,13.04,27.5,19.0,33.0,,,,,4.34,69.44,2026-06-26,52,2026-08-17,2026-09-01,2026-09-18,MERGE/14 AUG ETD,issuing on 14 august etd with sept 18 etd,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0105,SSH27FRCA0001,PROMO,,I300513,PARURE 260X240 MICROSAND,QC:260X240  2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,KING,260x240,965,,5,193,1.17,5.85,6.35,1129.05,1225.55,30.0,27.5,33.0,0.027,,16.99 €,69.0,7.81,7536.65,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6870,,,54SSH27FRCA0109,SSH27FRCA0001,PROMO,,I300513,PARURE 260X240 MICROSAND,QC:260X240  2PC 60X60,,,,MICROSAND,,BEIGE,DUVET/QUILT COVER SET,KING,260x240,600,,5,120,1.17,5.85,6.35,702.0,762.0,30.0,27.5,33.0,0.027,,16.99 €,69.0,7.81,4686.0,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,TEX BASIC,54SSH27FRCA0105,SSH27FRCA0001,PROMO,,I300518,PARURE 260X240 MICROLINE,QC:260X240  2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,KING,260x240,1240,,5,248,1.17,5.85,6.35,1450.8,1574.8,30.0,27.5,33.0,0.027,,16.99 €,66.0,7.81,9684.4,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,TEX BASIC,54SSH27FRCA0109,SSH27FRCA0001,PROMO,,I300518,PARURE 260X240 MICROLINE,QC:260X240  2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,KING,260x240,715,,5,143,1.17,5.85,6.35,836.55,908.05,30.0,27.5,33.0,0.027,,16.99 €,66.0,7.81,5584.15,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I299060,PARURE 140X200 MICROPALM,QC 140X200 + 1 PC 60x60,NEW,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,784,,4,196,0.69,2.76,3.26,540.96,638.96,27.5,19.0,33.0,0.017,,6.99 €,67.0,3.88,3041.92,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,,54SSH27FRCA0103,SSH27FRCA0001,PROMO,,I981942,PARURE 240X220 MICROLINE,QC 240X220+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,1220,,5,244,1.23,6.14,6.64,1498.16,1620.16,34.0,27.5,33.0,0.031,,14.99 €,66.0,6.49,7917.8,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,,54SSH27FRCA0107,SSH27FRCA0001,PROMO,,I981942,PARURE 240X220 MICROLINE,QC 240X220+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,DOUBLE,240X220,705,,5,141,1.23,6.14,6.64,865.74,936.24,34.0,27.5,33.0,0.031,,14.99 €,66.0,6.49,4575.45,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,,54SSH27FRCA0103,SSH27FRCA0001,PROMO,,I981943,PARURE 200X200 MICROLINE,QC 200X200+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,1092,,4,273,0.97,3.87,4.37,1056.51,1193.01,27.5,22.0,33.0,0.02,5.45,9.99 €,66.0,5.65,6169.8,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,,54SSH27FRCA0107,SSH27FRCA0001,PROMO,,I981943,PARURE 200X200 MICROLINE,QC 200X200+ 2PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,STANDARD,200X200,652,,4,163,0.97,3.87,4.37,630.81,712.31,27.5,22.0,33.0,0.02,3.254,9.99 €,66.0,5.65,3683.8,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,,54SSH27FRCA0103,SSH27FRCA0001,PROMO,,I981944,PARURE 140X200 MICROLINE,QC 140X200 + 1PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,1112,,4,278,0.69,2.76,3.26,767.28,906.28,27.5,19.0,33.0,0.017,,6.99 €,66.0,3.88,4314.56,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6872,,,54SSH27FRCA0107,SSH27FRCA0001,PROMO,,I981944,PARURE 140X200 MICROLINE,QC 140X200 + 1PC 60X60,,,,MICROLINE,,BLUE,DUVET/QUILT COVER SET,SINGLE,140X200,676,,4,169,0.69,2.76,3.26,466.44,550.94,27.5,19.0,33.0,0.017,,6.99 €,66.0,3.88,2622.88,2026-05-22,52,2026-07-13,2026-07-28,2026-08-14,NO MERGING,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0167,SSH27FRCA0001,PROMO,,I299060,PARURE 140X200 MICROPALM,QC 140X200 + 1 PC 60x60,NEW,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,SINGLE,140X200,504,,4,126,0.69,2.76,3.26,347.76,410.76,27.5,19.0,33.0,0.017,,6.99 €,67.0,3.88,1955.52,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
FRANCE PRINTS,MICROFIBER,SSH-27,6934,,,54SSH27FRCA0154,SSH27FRCA0001,PROMO,,I299061,PARURE 200X200 MICROPALM,QC 200X200 + 2 PC 60x60,NEW,,,MICROPALM,,BEIGE,DUVET/QUILT COVER SET,STANDARD,200X200,892,,4,223,0.97,3.87,4.37,863.01,974.51,27.5,22.0,33.0,0.02,4.452,9.99 €,67.0,5.65,5039.8,2026-05-29,52,2026-07-20,2026-08-04,2026-08-21,MERGE,,,
